"lakeid","year4","gearid","effort","spname","total_caught"
"BM",1984,"ELFISH",4.0000,"YELLOWBULLHEAD",3.0000
"BM",1984,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"BM",1984,"TRAMML",2.0000,"YELLOWBULLHEAD",14.0000
"BM",1984,"BSEINE",15.0000,"YELLOWPERCH",121.0000
"BM",1984,"CRAYTR",29.0000,"YELLOWPERCH",3.0000
"BM",1984,"ELFISH",4.0000,"YELLOWPERCH",2.0000
"BM",1984,"FYKNET",6.0000,"YELLOWPERCH",28.0000
"BM",1984,"TRAMML",2.0000,"YELLOWPERCH",19.0000
"BM",1985,"BSEINE",18.0000,"BLUEGILL",7.0000
"BM",1985,"ELFISH",4.0000,"BLUEGILL",15.0000
"BM",1985,"FYKNET",6.0000,"BLUEGILL",11.0000
"BM",1985,"TRAMML",2.0000,"BLUEGILL",21.0000
"BM",1985,"BSEINE",18.0000,"BLUNTNOSEMINNOW",2.0000
"BM",1985,"BSEINE",18.0000,"BURBOT",2.0000
"BM",1985,"ELFISH",4.0000,"BURBOT",1.0000
"BM",1985,"VGN064",2.0000,"CISCO",0.9990
"BM",1985,"VGN089",2.0000,"CISCO",0.9990
"BM",1985,"BSEINE",18.0000,"IOWADARTER",5.0000
"BM",1985,"FYKNET",6.0000,"IOWADARTER",2.0000
"BM",1985,"BSEINE",18.0000,"JOHNNYDARTER",11.0000
"BM",1985,"BSEINE",18.0000,"LARGEMOUTHBASS",7.0000
"BM",1985,"ELFISH",4.0000,"LARGEMOUTHBASS",1.0000
"BM",1985,"TRAMML",2.0000,"LARGEMOUTHBASS",2.0000
"BM",1985,"BSEINE",18.0000,"LOGPERCH",2.0000
"BM",1985,"ELFISH",4.0000,"LOGPERCH",6.0000
"BM",1985,"BSEINE",18.0000,"MIMICSHINER",1.0000
"BM",1985,"ELFISH",4.0000,"MIMICSHINER",3.0000
"BM",1985,"FYKNET",6.0000,"MIMICSHINER",12.0000
"BM",1985,"BSEINE",18.0000,"MOTTLEDSCULPIN",5.0000
"BM",1985,"ELFISH",4.0000,"MOTTLEDSCULPIN",3.0000
"BM",1985,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"BM",1985,"TRAMML",2.0000,"MUSKELLUNGE",1.0000
"BM",1985,"ELFISH",4.0000,"NORTHERNPIKE",1.0000
"BM",1985,"BSEINE",18.0000,"PUMPKINSEED",5.0000
"BM",1985,"CRAYTR",30.0000,"PUMPKINSEED",1.0000
"BM",1985,"ELFISH",4.0000,"PUMPKINSEED",36.0000
"BM",1985,"FYKNET",6.0000,"PUMPKINSEED",23.0000
"BM",1985,"TRAMML",2.0000,"PUMPKINSEED",40.0000
"BM",1985,"BSEINE",18.0000,"ROCKBASS",26.0000
"BM",1985,"CRAYTR",30.0000,"ROCKBASS",20.0000
"BM",1985,"ELFISH",4.0000,"ROCKBASS",29.0000
"BM",1985,"FYKNET",6.0000,"ROCKBASS",17.0000
"BM",1985,"TRAMML",2.0000,"ROCKBASS",2.0000
"BM",1985,"ELFISH",4.0000,"SMALLMOUTHBASS",5.0000
"BM",1985,"FYKNET",6.0000,"SMALLMOUTHBASS",10.0000
"BM",1985,"BSEINE",18.0000,"UNIDSUNFISH",3.0000
"BM",1985,"BSEINE",18.0000,"WALLEYE",4.0000
"BM",1985,"ELFISH",4.0000,"WALLEYE",91.0000
"BM",1985,"FYKNET",6.0000,"WALLEYE",2.0000
"BM",1985,"TRAMML",2.0000,"WALLEYE",1.0000
"BM",1985,"VGN019",2.0000,"WALLEYE",0.8850
"BM",1985,"BSEINE",18.0000,"WHITESUCKER",5.0000
"BM",1985,"ELFISH",4.0000,"WHITESUCKER",7.0000
"BM",1985,"FYKNET",6.0000,"WHITESUCKER",2.0000
"BM",1985,"TRAMML",2.0000,"WHITESUCKER",5.0000
"BM",1985,"ELFISH",4.0000,"YELLOWBULLHEAD",2.0000
"BM",1985,"FYKNET",6.0000,"YELLOWBULLHEAD",3.0000
"BM",1985,"TRAMML",2.0000,"YELLOWBULLHEAD",7.0000
"BM",1985,"BSEINE",18.0000,"YELLOWPERCH",23.0000
"BM",1985,"ELFISH",4.0000,"YELLOWPERCH",5.0000
"BM",1985,"FYKNET",6.0000,"YELLOWPERCH",105.0000
"BM",1985,"TRAMML",2.0000,"YELLOWPERCH",9.0000
"BM",1986,"BSEINE",18.0000,"BLUEGILL",1.0000
"BM",1986,"ELFISH",4.0000,"BLUEGILL",10.0000
"BM",1986,"FYKNET",6.0000,"BLUEGILL",4.0000
"BM",1986,"TRAMML",2.0000,"BLUEGILL",13.0000
"BM",1986,"BSEINE",18.0000,"BLUNTNOSEMINNOW",5.0000
"BM",1986,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",1.0000
"BM",1986,"FYKNET",6.0000,"BLUNTNOSEMINNOW",2.0000
"BM",1986,"VGN051",2.0000,"CISCO",1.9980
"BM",1986,"FYKNET",6.0000,"IOWADARTER",2.0000
"BM",1986,"BSEINE",18.0000,"JOHNNYDARTER",8.0000
"BM",1986,"FYKNET",6.0000,"LARGEMOUTHBASS",1.0000
"BM",1986,"BSEINE",18.0000,"LOGPERCH",6.0000
"BM",1986,"BSEINE",18.0000,"MIMICSHINER",73.0000
"BM",1986,"BSEINE",18.0000,"MOTTLEDSCULPIN",3.0000
"BM",1986,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"BM",1986,"BSEINE",18.0000,"PUMPKINSEED",2.0000
"BM",1986,"ELFISH",4.0000,"PUMPKINSEED",8.0000
"BM",1986,"FYKNET",6.0000,"PUMPKINSEED",2.0000
"BM",1986,"TRAMML",2.0000,"PUMPKINSEED",20.0000
"BM",1986,"BSEINE",18.0000,"ROCKBASS",35.0000
"BM",1986,"CRAYTR",30.0000,"ROCKBASS",33.0000
"BM",1986,"ELFISH",4.0000,"ROCKBASS",9.0000
"BM",1986,"FYKNET",6.0000,"ROCKBASS",31.0000
"BM",1986,"TRAMML",2.0000,"ROCKBASS",16.0000
"BM",1986,"ELFISH",4.0000,"SMALLMOUTHBASS",1.0000
"BM",1986,"FYKNET",6.0000,"SMALLMOUTHBASS",10.0000
"BM",1986,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"BM",1986,"BSEINE",18.0000,"UNIDSUNFISH",2.0000
"BM",1986,"FYKNET",6.0000,"UNIDSUNFISH",3.0000
"BM",1986,"BSEINE",18.0000,"WALLEYE",4.0000
"BM",1986,"ELFISH",4.0000,"WALLEYE",60.0000
"BM",1986,"TRAMML",2.0000,"WALLEYE",3.0000
"BM",1986,"BSEINE",18.0000,"WHITESUCKER",1.0000
"BM",1986,"ELFISH",4.0000,"WHITESUCKER",5.0000
"BM",1986,"TRAMML",2.0000,"WHITESUCKER",5.0000
"BM",1986,"ELFISH",4.0000,"YELLOWBULLHEAD",1.0000
"BM",1986,"FYKNET",6.0000,"YELLOWBULLHEAD",3.0000
"BM",1986,"TRAMML",2.0000,"YELLOWBULLHEAD",5.0000
"BM",1986,"BSEINE",18.0000,"YELLOWPERCH",14.0000
"BM",1986,"ELFISH",4.0000,"YELLOWPERCH",1.0000
"BM",1986,"FYKNET",6.0000,"YELLOWPERCH",17.0000
"BM",1987,"BSEINE",18.0000,"BLUEGILL",3.0000
"BM",1987,"ELFISH",4.0000,"BLUEGILL",6.0000
"BM",1987,"FYKNET",6.0000,"BLUEGILL",20.0000
"BM",1987,"TRAMML",2.0000,"BLUEGILL",3.0000
"BM",1987,"BSEINE",18.0000,"BLUNTNOSEMINNOW",6.0000
"BM",1987,"FYKNET",6.0000,"BLUNTNOSEMINNOW",5.0000
"BM",1987,"BSEINE",18.0000,"BURBOT",3.0000
"BM",1987,"FYKNET",6.0000,"BURBOT",1.0000
"BM",1987,"VGN032",2.0000,"CISCO",0.9780
"BM",1987,"VGN051",2.0000,"CISCO",1.0190
"BM",1987,"VGN064",2.0000,"CISCO",1.0170
"BM",1987,"BSEINE",18.0000,"IOWADARTER",1.0000
"BM",1987,"BSEINE",18.0000,"JOHNNYDARTER",5.0000
"BM",1987,"FYKNET",6.0000,"LARGEMOUTHBASS",2.0000
"BM",1987,"BSEINE",18.0000,"LOGPERCH",1.0000
"BM",1987,"BSEINE",18.0000,"MIMICSHINER",23.0000
"BM",1987,"BSEINE",18.0000,"MOTTLEDSCULPIN",3.0000
"BM",1987,"BSEINE",18.0000,"PUMPKINSEED",2.0000
"BM",1987,"ELFISH",4.0000,"PUMPKINSEED",2.0000
"BM",1987,"FYKNET",6.0000,"PUMPKINSEED",23.0000
"BM",1987,"TRAMML",2.0000,"PUMPKINSEED",12.0000
"BM",1987,"BSEINE",18.0000,"ROCKBASS",30.0000
"BM",1987,"CRAYTR",30.0000,"ROCKBASS",3.0000
"BM",1987,"ELFISH",4.0000,"ROCKBASS",3.0000
"BM",1987,"FYKNET",6.0000,"ROCKBASS",58.0000
"BM",1987,"TRAMML",2.0000,"ROCKBASS",13.0000
"BM",1987,"BSEINE",18.0000,"SMALLMOUTHBASS",3.0000
"BM",1987,"ELFISH",4.0000,"SMALLMOUTHBASS",1.0000
"BM",1987,"FYKNET",6.0000,"SMALLMOUTHBASS",4.0000
"BM",1987,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"BM",1987,"BSEINE",18.0000,"UNIDSUNFISH",1.0000
"BM",1987,"BSEINE",18.0000,"WALLEYE",12.0000
"BM",1987,"ELFISH",4.0000,"WALLEYE",40.0000
"BM",1987,"FYKNET",6.0000,"WALLEYE",10.0000
"BM",1987,"BSEINE",18.0000,"WHITESUCKER",2.0000
"BM",1987,"ELFISH",4.0000,"WHITESUCKER",8.0000
"BM",1987,"FYKNET",6.0000,"WHITESUCKER",1.0000
"BM",1987,"TRAMML",2.0000,"WHITESUCKER",3.0000
"BM",1987,"TRAMML",2.0000,"YELLOWBULLHEAD",7.0000
"BM",1987,"BSEINE",18.0000,"YELLOWPERCH",5.0000
"BM",1987,"FYKNET",6.0000,"YELLOWPERCH",8.0000
"BM",1987,"VGN032",2.0000,"YELLOWPERCH",0.6550
"BM",1988,"BSEINE",18.0000,"BLACKNOSESHINER",25.0000
"BM",1988,"BSEINE",18.0000,"BLUEGILL",9.0000
"BM",1988,"CRAYTR",28.0000,"BLUEGILL",1.0000
"BM",1988,"FYKNET",6.0000,"BLUEGILL",11.0000
"BM",1988,"FYKNET",6.0000,"BLUNTNOSEMINNOW",1.0000
"BM",1988,"VGN019",2.0000,"CISCO",0.9890
"BM",1988,"VGN025",2.0000,"CISCO",1.0200
"BM",1988,"VGN051",2.0000,"CISCO",3.0320
"BM",1988,"VGN064",2.0000,"CISCO",2.9480
"BM",1988,"BSEINE",18.0000,"COMMONSHINER",1.0000
"BM",1988,"FYKNET",6.0000,"IOWADARTER",1.0000
"BM",1988,"BSEINE",18.0000,"JOHNNYDARTER",20.0000
"BM",1988,"BSEINE",18.0000,"LARGEMOUTHBASS",1.0000
"BM",1988,"BSEINE",18.0000,"LOGPERCH",1.0000
"BM",1988,"BSEINE",18.0000,"MIMICSHINER",21.0000
"BM",1988,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"BM",1988,"TRAMML",2.0000,"NORTHERNPIKE",4.0000
"BM",1988,"BSEINE",18.0000,"PUMPKINSEED",1.0000
"BM",1988,"FYKNET",6.0000,"PUMPKINSEED",2.0000
"BM",1988,"TRAMML",2.0000,"PUMPKINSEED",17.0000
"BM",1988,"BSEINE",18.0000,"ROCKBASS",51.0000
"BM",1988,"CRAYTR",28.0000,"ROCKBASS",4.0000
"BM",1988,"FYKNET",6.0000,"ROCKBASS",22.0000
"BM",1988,"TRAMML",2.0000,"ROCKBASS",13.0000
"BM",1988,"FYKNET",6.0000,"SMALLMOUTHBASS",8.0000
"BM",1988,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"BM",1988,"BSEINE",18.0000,"WALLEYE",6.0000
"BM",1988,"FYKNET",6.0000,"WALLEYE",1.0000
"BM",1988,"TRAMML",2.0000,"WALLEYE",2.0000
"BM",1988,"VGN089",2.0000,"WALLEYE",0.9260
"BM",1988,"TRAMML",2.0000,"WHITESUCKER",2.0000
"BM",1988,"BSEINE",18.0000,"YELLOWBULLHEAD",2.0000
"BM",1988,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"BM",1988,"TRAMML",2.0000,"YELLOWBULLHEAD",8.0000
"BM",1988,"BSEINE",18.0000,"YELLOWPERCH",1.0000
"BM",1988,"FYKNET",6.0000,"YELLOWPERCH",33.0000
"BM",1988,"TRAMML",2.0000,"YELLOWPERCH",3.0000
"BM",1989,"BSEINE",18.0000,"BLUEGILL",4.0000
"BM",1989,"ELFISH",4.0000,"BLUEGILL",3.0000
"BM",1989,"FYKNET",6.0000,"BLUEGILL",6.0000
"BM",1989,"BSEINE",18.0000,"BLUNTNOSEMINNOW",68.0000
"BM",1989,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",3.0000
"BM",1989,"FYKNET",6.0000,"BLUNTNOSEMINNOW",55.0000
"BM",1989,"BSEINE",18.0000,"BURBOT",4.0000
"BM",1989,"VGN025",2.0000,"CISCO",1.4850
"BM",1989,"VGN051",2.0000,"CISCO",0.4950
"BM",1989,"VGN064",2.0000,"CISCO",0.9880
"BM",1989,"VGN089",2.0000,"CISCO",0.4950
"BM",1989,"BSEINE",18.0000,"IOWADARTER",32.0000
"BM",1989,"BSEINE",18.0000,"JOHNNYDARTER",25.0000
"BM",1989,"BSEINE",18.0000,"LARGEMOUTHBASS",1.0000
"BM",1989,"FYKNET",6.0000,"LARGEMOUTHBASS",8.0000
"BM",1989,"ELFISH",4.0000,"LOGPERCH",2.0000
"BM",1989,"BSEINE",18.0000,"MIMICSHINER",202.0000
"BM",1989,"CRAYTR",30.0000,"MIMICSHINER",1.0000
"BM",1989,"FYKNET",6.0000,"MIMICSHINER",866.0000
"BM",1989,"BSEINE",18.0000,"MOTTLEDSCULPIN",6.0000
"BM",1989,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"BM",1989,"TRAMML",2.0000,"NORTHERNPIKE",5.0000
"BM",1989,"BSEINE",18.0000,"PUMPKINSEED",6.0000
"BM",1989,"ELFISH",4.0000,"PUMPKINSEED",10.0000
"BM",1989,"FYKNET",6.0000,"PUMPKINSEED",5.0000
"BM",1989,"TRAMML",2.0000,"PUMPKINSEED",8.0000
"BM",1989,"BSEINE",18.0000,"ROCKBASS",32.0000
"BM",1989,"CRAYTR",30.0000,"ROCKBASS",14.0000
"BM",1989,"ELFISH",4.0000,"ROCKBASS",15.0000
"BM",1989,"FYKNET",6.0000,"ROCKBASS",36.0000
"BM",1989,"TRAMML",2.0000,"ROCKBASS",7.0000
"BM",1989,"BSEINE",18.0000,"SMALLMOUTHBASS",110.0000
"BM",1989,"ELFISH",4.0000,"SMALLMOUTHBASS",4.0000
"BM",1989,"FYKNET",6.0000,"SMALLMOUTHBASS",7.0000
"BM",1989,"BSEINE",18.0000,"WALLEYE",12.0000
"BM",1989,"ELFISH",4.0000,"WALLEYE",53.0000
"BM",1989,"FYKNET",6.0000,"WALLEYE",3.0000
"BM",1989,"TRAMML",2.0000,"WALLEYE",5.0000
"BM",1989,"VGN025",2.0000,"WALLEYE",0.4690
"BM",1989,"VGN032",2.0000,"WALLEYE",0.4690
"BM",1989,"VGN051",2.0000,"WALLEYE",0.4700
"BM",1989,"BSEINE",18.0000,"WHITESUCKER",7.0000
"BM",1989,"CRAYTR",30.0000,"WHITESUCKER",2.0000
"BM",1989,"ELFISH",4.0000,"WHITESUCKER",4.0000
"BM",1989,"FYKNET",6.0000,"WHITESUCKER",7.0000
"BM",1989,"TRAMML",2.0000,"WHITESUCKER",5.0000
"BM",1989,"BSEINE",18.0000,"YELLOWBULLHEAD",6.0000
"BM",1989,"TRAMML",2.0000,"YELLOWBULLHEAD",6.0000
"BM",1989,"BSEINE",18.0000,"YELLOWPERCH",344.0000
"BM",1989,"CRAYTR",30.0000,"YELLOWPERCH",8.0000
"BM",1989,"ELFISH",4.0000,"YELLOWPERCH",2.0000
"BM",1989,"FYKNET",6.0000,"YELLOWPERCH",406.0000
"BM",1989,"TRAMML",2.0000,"YELLOWPERCH",3.0000
"BM",1990,"BSEINE",18.0000,"BLUEGILL",4.0000
"BM",1990,"ELFISH",4.0000,"BLUEGILL",7.0000
"BM",1990,"FYKNET",6.0000,"BLUEGILL",5.0000
"BM",1990,"TRAMML",2.0000,"BLUEGILL",10.0000
"BM",1990,"BSEINE",18.0000,"BLUNTNOSEMINNOW",71.0000
"BM",1990,"FYKNET",6.0000,"BLUNTNOSEMINNOW",31.0000
"BM",1990,"VGN019",2.0000,"CISCO",0.9910
"BM",1990,"VGN051",2.0000,"CISCO",2.0360
"BM",1990,"VGN089",2.0000,"CISCO",2.0500
"BM",1990,"BSEINE",18.0000,"JOHNNYDARTER",24.0000
"BM",1990,"BSEINE",18.0000,"LARGEMOUTHBASS",25.0000
"BM",1990,"FYKNET",6.0000,"LARGEMOUTHBASS",9.0000
"BM",1990,"BSEINE",18.0000,"MIMICSHINER",50.0000
"BM",1990,"ELFISH",4.0000,"MIMICSHINER",2.0000
"BM",1990,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"BM",1990,"TRAMML",2.0000,"NORTHERNPIKE",1.0000
"BM",1990,"BSEINE",18.0000,"PUMPKINSEED",12.0000
"BM",1990,"ELFISH",4.0000,"PUMPKINSEED",1.0000
"BM",1990,"FYKNET",6.0000,"PUMPKINSEED",9.0000
"BM",1990,"TRAMML",2.0000,"PUMPKINSEED",5.0000
"BM",1990,"BSEINE",18.0000,"ROCKBASS",28.0000
"BM",1990,"CRAYTR",30.0000,"ROCKBASS",1.0000
"BM",1990,"ELFISH",4.0000,"ROCKBASS",3.0000
"BM",1990,"FYKNET",6.0000,"ROCKBASS",59.0000
"BM",1990,"TRAMML",2.0000,"ROCKBASS",4.0000
"BM",1990,"BSEINE",18.0000,"SMALLMOUTHBASS",16.0000
"BM",1990,"ELFISH",4.0000,"SMALLMOUTHBASS",1.0000
"BM",1990,"FYKNET",6.0000,"SMALLMOUTHBASS",11.0000
"BM",1990,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"BM",1990,"BSEINE",18.0000,"WALLEYE",6.0000
"BM",1990,"ELFISH",4.0000,"WALLEYE",37.0000
"BM",1990,"FYKNET",6.0000,"WALLEYE",1.0000
"BM",1990,"TRAMML",2.0000,"WALLEYE",3.0000
"BM",1990,"VGN064",2.0000,"WALLEYE",1.3470
"BM",1990,"BSEINE",18.0000,"WHITESUCKER",16.0000
"BM",1990,"ELFISH",4.0000,"WHITESUCKER",5.0000
"BM",1990,"FYKNET",6.0000,"WHITESUCKER",2.0000
"BM",1990,"BSEINE",18.0000,"YELLOWBULLHEAD",14.0000
"BM",1990,"ELFISH",4.0000,"YELLOWBULLHEAD",1.0000
"BM",1990,"FYKNET",6.0000,"YELLOWBULLHEAD",4.0000
"BM",1990,"TRAMML",2.0000,"YELLOWBULLHEAD",3.0000
"BM",1990,"BSEINE",18.0000,"YELLOWPERCH",883.0000
"BM",1990,"ELFISH",4.0000,"YELLOWPERCH",6.0000
"BM",1990,"FYKNET",6.0000,"YELLOWPERCH",7.0000
"BM",1990,"TRAMML",2.0000,"YELLOWPERCH",14.0000
"BM",1991,"FYKNET",6.0000,"BLACKNOSESHINER",1.0000
"BM",1991,"BSEINE",18.0000,"BLUEGILL",46.0000
"BM",1991,"ELFISH",4.0000,"BLUEGILL",18.0000
"BM",1991,"FYKNET",6.0000,"BLUEGILL",18.0000
"BM",1991,"TRAMML",2.0000,"BLUEGILL",2.0000
"BM",1991,"BSEINE",18.0000,"BLUNTNOSEMINNOW",19.0000
"BM",1991,"ELFISH",4.0000,"BLUNTNOSEMINNOW",2.0000
"BM",1991,"FYKNET",6.0000,"BLUNTNOSEMINNOW",15.0000
"BM",1991,"ELFISH",4.0000,"BURBOT",1.0000
"BM",1991,"VGN019",2.0000,"CISCO",2.0350
"BM",1991,"VGN025",2.0000,"CISCO",5.1120
"BM",1991,"VGN064",2.0000,"CISCO",3.1110
"BM",1991,"VGN089",2.0000,"CISCO",1.0080
"BM",1991,"BSEINE",18.0000,"GOLDENSHINER",1.0000
"BM",1991,"BSEINE",18.0000,"JOHNNYDARTER",2.0000
"BM",1991,"BSEINE",18.0000,"LARGEMOUTHBASS",22.0000
"BM",1991,"FYKNET",6.0000,"LARGEMOUTHBASS",7.0000
"BM",1991,"ELFISH",4.0000,"LOGPERCH",1.0000
"BM",1991,"BSEINE",18.0000,"MIMICSHINER",6.0000
"BM",1991,"ELFISH",4.0000,"MIMICSHINER",14.0000
"BM",1991,"FYKNET",6.0000,"MIMICSHINER",7.0000
"BM",1991,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"BM",1991,"FYKNET",6.0000,"MOTTLEDSCULPIN",1.0000
"BM",1991,"TRAMML",2.0000,"NORTHERNPIKE",3.0000
"BM",1991,"BSEINE",18.0000,"PUMPKINSEED",8.0000
"BM",1991,"ELFISH",4.0000,"PUMPKINSEED",14.0000
"BM",1991,"FYKNET",6.0000,"PUMPKINSEED",9.0000
"BM",1991,"TRAMML",2.0000,"PUMPKINSEED",31.0000
"BM",1991,"BSEINE",18.0000,"ROCKBASS",29.0000
"BM",1991,"CRAYTR",30.0000,"ROCKBASS",3.0000
"BM",1991,"ELFISH",4.0000,"ROCKBASS",18.0000
"BM",1991,"FYKNET",6.0000,"ROCKBASS",93.0000
"BM",1991,"TRAMML",2.0000,"ROCKBASS",9.0000
"BM",1991,"BSEINE",18.0000,"SMALLMOUTHBASS",32.0000
"BM",1991,"ELFISH",4.0000,"SMALLMOUTHBASS",14.0000
"BM",1991,"FYKNET",6.0000,"SMALLMOUTHBASS",5.0000
"BM",1991,"BSEINE",18.0000,"WALLEYE",8.0000
"BM",1991,"ELFISH",4.0000,"WALLEYE",49.0000
"BM",1991,"FYKNET",6.0000,"WALLEYE",3.0000
"BM",1991,"TRAMML",2.0000,"WALLEYE",1.0000
"BM",1991,"BSEINE",18.0000,"WHITESUCKER",5.0000
"BM",1991,"ELFISH",4.0000,"WHITESUCKER",4.0000
"BM",1991,"FYKNET",6.0000,"WHITESUCKER",1.0000
"BM",1991,"TRAMML",2.0000,"WHITESUCKER",2.0000
"BM",1991,"BSEINE",18.0000,"YELLOWBULLHEAD",2.0000
"BM",1991,"FYKNET",6.0000,"YELLOWBULLHEAD",3.0000
"BM",1991,"TRAMML",2.0000,"YELLOWBULLHEAD",2.0000
"BM",1991,"BSEINE",18.0000,"YELLOWPERCH",167.0000
"BM",1991,"ELFISH",4.0000,"YELLOWPERCH",29.0000
"BM",1991,"FYKNET",6.0000,"YELLOWPERCH",4.0000
"BM",1991,"TRAMML",2.0000,"YELLOWPERCH",21.0000
"BM",1992,"TRAMML",2.0000,"BLACKBULLHEAD",1.0000
"BM",1992,"BSEINE",18.0000,"BLACKCRAPPIE",1.0000
"BM",1992,"BSEINE",18.0000,"BLUEGILL",5.0000
"BM",1992,"ELFISH",4.0000,"BLUEGILL",3.0000
"BM",1992,"FYKNET",6.0000,"BLUEGILL",3.0000
"BM",1992,"BSEINE",18.0000,"BLUNTNOSEMINNOW",7.0000
"BM",1992,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",1.0000
"BM",1992,"ELFISH",4.0000,"BLUNTNOSEMINNOW",2.0000
"BM",1992,"BSEINE",18.0000,"BURBOT",1.0000
"BM",1992,"CRAYTR",30.0000,"BURBOT",1.0000
"BM",1992,"TRAMML",2.0000,"CISCO",1.0000
"BM",1992,"VGN019",2.0000,"CISCO",39.0040
"BM",1992,"VGN038",2.0000,"CISCO",0.9980
"BM",1992,"VGN051",2.0000,"CISCO",1.9980
"BM",1992,"VGN064",2.0000,"CISCO",1.9980
"BM",1992,"VGN089",2.0000,"CISCO",3.9960
"BM",1992,"BSEINE",18.0000,"COMMONSHINER",11.0000
"BM",1992,"ELFISH",4.0000,"COMMONSHINER",4.0000
"BM",1992,"BSEINE",18.0000,"JOHNNYDARTER",11.0000
"BM",1992,"FYKNET",6.0000,"JOHNNYDARTER",1.0000
"BM",1992,"BSEINE",18.0000,"LARGEMOUTHBASS",44.0000
"BM",1992,"ELFISH",4.0000,"LARGEMOUTHBASS",1.0000
"BM",1992,"FYKNET",6.0000,"LARGEMOUTHBASS",10.0000
"BM",1992,"ELFISH",4.0000,"LOGPERCH",1.0000
"BM",1992,"ELFISH",4.0000,"MIMICSHINER",8.0000
"BM",1992,"FYKNET",6.0000,"MIMICSHINER",1.0000
"BM",1992,"BSEINE",18.0000,"MUSKELLUNGE",1.0000
"BM",1992,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"BM",1992,"ELFISH",4.0000,"PUMPKINSEED",5.0000
"BM",1992,"FYKNET",6.0000,"PUMPKINSEED",1.0000
"BM",1992,"TRAMML",2.0000,"PUMPKINSEED",1.0000
"BM",1992,"BSEINE",18.0000,"ROCKBASS",5.0000
"BM",1992,"ELFISH",4.0000,"ROCKBASS",20.0000
"BM",1992,"FYKNET",6.0000,"ROCKBASS",41.0000
"BM",1992,"TRAMML",2.0000,"ROCKBASS",3.0000
"BM",1992,"BSEINE",18.0000,"SMALLMOUTHBASS",2.0000
"BM",1992,"ELFISH",4.0000,"SMALLMOUTHBASS",2.0000
"BM",1992,"FYKNET",6.0000,"SMALLMOUTHBASS",4.0000
"BM",1992,"BSEINE",18.0000,"WALLEYE",6.0000
"BM",1992,"ELFISH",4.0000,"WALLEYE",66.0000
"BM",1992,"TRAMML",2.0000,"WALLEYE",3.0000
"BM",1992,"VGN038",2.0000,"WALLEYE",1.1490
"BM",1992,"VGN051",2.0000,"WALLEYE",1.1420
"BM",1992,"VGN089",2.0000,"WALLEYE",1.1230
"BM",1992,"BSEINE",18.0000,"WHITESUCKER",10.0000
"BM",1992,"ELFISH",4.0000,"WHITESUCKER",4.0000
"BM",1992,"FYKNET",6.0000,"WHITESUCKER",3.0000
"BM",1992,"TRAMML",2.0000,"WHITESUCKER",1.0000
"BM",1992,"BSEINE",18.0000,"YELLOWPERCH",70.0000
"BM",1992,"ELFISH",4.0000,"YELLOWPERCH",14.0000
"BM",1992,"FYKNET",6.0000,"YELLOWPERCH",15.0000
"BM",1992,"TRAMML",2.0000,"YELLOWPERCH",21.0000
"BM",1993,"BSEINE",18.0000,"BLACKCRAPPIE",1.0000
"BM",1993,"ELFISH",4.0000,"BLUEGILL",1.0000
"BM",1993,"FYKNET",6.0000,"BLUEGILL",1.0000
"BM",1993,"BSEINE",18.0000,"BLUNTNOSEMINNOW",9.0000
"BM",1993,"ELFISH",4.0000,"BLUNTNOSEMINNOW",1.0000
"BM",1993,"FYKNET",6.0000,"BLUNTNOSEMINNOW",14.0000
"BM",1993,"BSEINE",18.0000,"BURBOT",2.0000
"BM",1993,"VGN019",2.0000,"CISCO",9.7070
"BM",1993,"VGN051",2.0000,"CISCO",8.8970
"BM",1993,"VGN064",2.0000,"CISCO",13.9430
"BM",1993,"VGN089",2.0000,"CISCO",6.9850
"BM",1993,"BSEINE",18.0000,"DARTER",1.0000
"BM",1993,"BSEINE",18.0000,"HORNYHEADCHUB",1.0000
"BM",1993,"BSEINE",18.0000,"IOWADARTER",1.0000
"BM",1993,"BSEINE",18.0000,"JOHNNYDARTER",7.0000
"BM",1993,"FYKNET",6.0000,"JOHNNYDARTER",1.0000
"BM",1993,"BSEINE",18.0000,"LARGEMOUTHBASS",4.0000
"BM",1993,"FYKNET",6.0000,"LARGEMOUTHBASS",10.0000
"BM",1993,"BSEINE",18.0000,"MIMICSHINER",39.0000
"BM",1993,"ELFISH",4.0000,"MIMICSHINER",20.0000
"BM",1993,"FYKNET",6.0000,"MIMICSHINER",2.0000
